-1,-1,-1,39,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,30,31,1,1,1,30,31,1,2,-1,-1,-1,-1,12,13,4,26,-1,-1,-1,-1,-1,-1,-1,-1,27,-1,-1,-1,-1,-1,-1,-1,-1,12,13,25,26,-1,-1,-1,0,1,1,12,14,-1,-1,-1,-1,-1,-1,-1,-1,24,13,14,-1,12,42,43,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,16,17,13,13,13,16,17,13,14,-1,-1,-1,-1,24,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,3,-1,-1,-1,12,14,-1,-1,-1,-1,36,43,25,25,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,-1,24,26,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,31,30,37,2,-1,-1,-1,-1,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,-1,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,41,-1,-1,-1,12,14,-1,-1,-1,-1,-1,-1,-1,-1,12,14,37,37,37,31,2,-1,-1,-1,-1,12,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,-1,27,-1,-1,-1,3,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,34,1,1,1,1,2,-1,-1,12,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,-1,24,23,1,30,31,2,-1,-1,-1,-1,-1,-1,-1,-1,0,17,14,-1,-1,-1,12,14,-1,-1,-1,-1,-1,-1,-1,-1,24,26,-1,-1,-1,24,42,37,38,-1,-1,12,14,-1,-1,-1,-1,-1,-1,0,2,-1,-1,-1,-1,39,-1,-1,24,26,-1,-1,-1,-1,-1,15,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,14,-1,-1,12,13,13,13,13,1,13,13,13,14,-1,-1,-1,-1,-1,-1,24,25,42,43,26,-1,-1,-1,-1,-1,0,1,1,17,13,14,-1,-1,-1,12,1,1,1,1,1,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,-1,-1,-1,-1,-1,0,17,16,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,15,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,14,-1,-1,12,13,13,1,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,36,43,25,13,13,13,14,-1,-1,-1,12,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,14,-1,-1,-1,-1,0,17,13,13,16,2,-1,-1,-1,-1,-1,-1,-1,-1,-1,0,2,-1,15,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,4,5,13,14,-1,-1,12,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,24,5,13,13,13,14,-1,-1,-1,12,13,13,13,13,13,14,1,1,1,1,1,1,1,1,1,1,1,1,1,1,12,14,30,31,1,1,1,13,13,13,13,16,2,-1,-1,-1,-1,0,1,30,31,17,13,13,14,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,16,17,13,14,-1,-1,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,14,-1,-1,-1,12,13,13,1,13,13,13,13,13,4,5,13,13,13,13,13,13,13,13,13,13,13,13,16,17,13,13,13,13,13,13,13,13,16,2,-1,-1,0,17,13,16,17,13,13,13,14,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,30,31,1,1,1,13,13,13,13,13,13,13,14,1,1,2,-1,-1,-1,0,1,1,1,1,1,1,1,1,1,1,17,4,19,5,14,-1,-1,-1,12,13,13,13,13,13,13,13,13,16,17,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,1,1,13,13,13,13,16,30,31,17,13,13,13,13,13,13,1,41,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,4,5,13,13,13,13,13,1,13,13,13,5,14,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,16,6,17,14,-1,-1,-1,12,13,13,13,13,13,13,13,13,13,13,13,13,13,1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,16,29,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,42,13,14,28,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,12,13,4,5,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,-1,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,13,17,14,-1
-1,-1,-1,-1,-1,-1,-1,-1,-1,-1,12,13,13,13,13,13,13,13,16,17,13,13,13,13,13,13,13,13,29,12,14,-1,-1,-1,12,13,16,17,13,13,13,13,13,13,13,13,13,13,13,14,-1,-1,0,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,5,13,16,14,-1
